Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,119.669998,120.309998,116.220001,117.230003,117.230003,1577900
2018-04-03,118.199997,118.699997,116.260002,117.889999,117.889999,708800
2018-04-04,115.559998,119.669998,115.260002,119.370003,119.370003,649900
2018-04-05,120.910004,121.570000,120.000000,120.800003,120.800003,334500
2018-04-06,119.580002,120.760002,117.639999,118.290001,118.290001,340400
2018-04-09,119.139999,120.949997,118.639999,118.669998,118.669998,264400
2018-04-10,120.330002,122.040001,119.489998,121.400002,121.400002,300000
2018-04-11,121.160004,122.580002,121.160004,121.440002,121.440002,385100
2018-04-12,122.339996,123.029999,122.000000,122.510002,122.510002,233300
2018-04-13,123.220001,123.260002,120.949997,121.639999,121.639999,231900
2018-04-16,122.550003,122.910004,121.419998,122.320000,122.320000,238100
2018-04-17,123.970001,126.699997,123.660004,126.430000,126.430000,437900
2018-04-18,126.680000,127.070000,125.459999,126.669998,126.669998,541600
2018-04-19,126.629997,127.230003,126.190002,126.900002,126.900002,254800
2018-04-20,126.800003,127.650002,125.500000,125.839996,125.839996,263500
2018-04-23,126.410004,126.959999,124.639999,125.379997,125.379997,443000
2018-04-24,125.690002,125.879997,121.050003,122.180000,122.180000,705600
2018-04-25,122.290001,122.419998,119.349998,121.269997,121.269997,683300
2018-04-26,122.930000,124.559998,122.309998,123.989998,123.989998,386900
2018-04-27,125.699997,125.949997,123.239998,123.959999,123.959999,476300
2018-04-30,124.300003,125.139999,123.330002,123.839996,123.839996,423693
