Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,100.680000,100.820000,97.480003,98.430000,98.430000,11888300
2018-04-03,99.010002,100.220001,98.260002,99.680000,99.680000,7307900
2018-04-04,98.169998,101.709999,98.070000,101.510002,101.510002,7442800
2018-04-05,102.370003,103.199997,101.800003,102.870003,102.870003,4231500
2018-04-06,101.879997,102.790001,100.029999,100.680000,100.680000,8764900
2018-04-09,101.389999,101.980003,100.339996,100.440002,100.440002,4260100
2018-04-10,101.730003,101.930000,100.750000,101.660004,101.660004,6412200
2018-04-11,101.239998,102.269997,101.000000,101.349998,101.349998,4790100
2018-04-12,101.970001,102.379997,101.430000,101.790001,101.790001,3057400
2018-04-13,102.330002,102.510002,100.849998,101.220001,101.220001,4434200
2018-04-16,101.849998,102.370003,101.389999,101.980003,101.980003,4240500
2018-04-17,102.970001,104.080002,102.970001,103.879997,103.879997,4075500
2018-04-18,104.239998,104.870003,104.150002,104.370003,104.370003,3298300
2018-04-19,104.389999,104.629997,103.540001,104.040001,104.040001,8064500
2018-04-20,104.129997,104.269997,102.559998,102.980003,102.980003,6255100
2018-04-23,103.160004,103.870003,102.580002,103.199997,103.199997,7041000
2018-04-24,103.779999,103.989998,101.029999,101.570000,101.570000,6702000
2018-04-25,101.379997,102.239998,100.519997,101.989998,101.989998,9397300
2018-04-26,102.599998,103.839996,102.389999,103.639999,103.639999,6484700
2018-04-27,105.010002,105.250000,103.860001,104.110001,104.110001,4416400
2018-04-30,104.589996,105.125000,103.690002,103.699997,103.699997,5003070
