Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,41.860001,41.919998,40.669998,40.990002,40.990002,561000
2018-04-03,41.110001,41.389000,40.919998,41.320000,41.320000,310300
2018-04-04,40.500000,41.155998,40.270000,41.119999,41.119999,588600
2018-04-05,41.290001,41.511002,41.209999,41.310001,41.310001,406400
2018-04-06,40.939999,41.132000,40.235001,40.459999,40.459999,251300
2018-04-09,40.599998,40.900002,40.459999,40.480000,40.480000,355400
2018-04-10,41.040001,41.555000,41.040001,41.389999,41.389999,644100
2018-04-11,41.389999,41.855000,41.382000,41.570000,41.570000,235100
2018-04-12,41.580002,41.910000,41.580002,41.790001,41.790001,306400
2018-04-13,42.099998,42.160000,41.669998,41.869999,41.869999,522600
2018-04-16,41.990002,42.169998,41.869999,42.070000,42.070000,618700
2018-04-17,42.240002,42.540001,42.180000,42.459999,42.459999,255200
2018-04-18,42.770000,42.990002,42.619999,42.849998,42.849998,408900
2018-04-19,42.810001,42.840000,42.369999,42.529999,42.529999,334900
2018-04-20,42.360001,42.400002,42.081001,42.220001,42.220001,264300
2018-04-23,42.029999,42.125999,41.568001,41.709999,41.709999,370300
2018-04-24,41.810001,42.000000,40.959999,41.209999,41.209999,427000
2018-04-25,40.840000,40.869999,40.509998,40.750000,40.750000,457200
2018-04-26,40.939999,40.957001,40.680000,40.840000,40.840000,485200
2018-04-27,40.750000,40.790001,40.340000,40.450001,40.450001,491900
2018-04-30,40.500000,40.607399,40.259998,40.259998,40.259998,372131
