Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,167.179993,168.110001,162.130005,163.919998,163.919998,735600
2018-04-03,165.240005,166.089996,162.789993,165.619995,165.619995,422800
2018-04-04,162.250000,168.619995,162.029999,168.160004,168.160004,258800
2018-04-05,169.679993,170.000000,167.570007,168.580002,168.580002,560800
2018-04-06,166.809998,168.470001,163.889999,164.570007,164.570007,246200
2018-04-09,166.059998,169.190002,165.649994,165.770004,165.770004,152700
2018-04-10,168.440002,170.759995,167.589996,169.970001,169.970001,193700
2018-04-11,168.889999,170.889999,168.889999,169.389999,169.389999,288100
2018-04-12,170.570007,172.279999,170.410004,171.600006,171.600006,345400
2018-04-13,172.770004,172.770004,170.080002,170.880005,170.880005,277500
2018-04-16,171.970001,172.759995,170.919998,172.110001,172.110001,106500
2018-04-17,173.449997,176.229996,173.410004,175.770004,175.770004,736300
2018-04-18,175.380005,175.779999,173.970001,175.070007,175.070007,113900
2018-04-19,173.910004,173.910004,172.179993,172.940002,172.940002,178900
2018-04-20,172.399994,172.399994,169.610001,170.220001,170.220001,302800
2018-04-23,171.050003,171.529999,168.699997,169.509995,169.509995,123100
2018-04-24,170.119995,170.809998,165.039993,166.210007,166.210007,211600
2018-04-25,166.559998,166.880005,163.949997,166.139999,166.139999,186400
2018-04-26,168.460007,170.190002,168.000000,169.610001,169.610001,125100
2018-04-27,171.350006,171.639999,168.020004,169.029999,169.029999,503500
2018-04-30,169.339996,170.669998,167.630005,168.009995,168.009995,131007
