Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,121.349998,122.360001,121.160004,121.879997,121.879997,12036500
2018-04-03,121.360001,121.480003,120.830002,120.940002,120.940002,9855000
2018-04-04,121.349998,121.459999,120.599998,120.690002,120.690002,6654300
2018-04-05,120.099998,120.269997,119.769997,119.790001,119.790001,7603700
2018-04-06,120.660004,121.150002,120.220001,121.099998,121.099998,8831200
2018-04-09,120.639999,121.300003,120.349998,121.300003,121.300003,6307500
2018-04-10,121.199997,121.379997,120.779999,121.080002,121.080002,6046000
2018-04-11,121.849998,121.889999,121.269997,121.510002,121.510002,5901300
2018-04-12,121.040001,121.070000,120.410004,120.620003,120.620003,6622800
2018-04-13,120.519997,121.129997,120.500000,120.900002,120.900002,4964000
2018-04-16,120.230003,120.970001,120.180000,120.940002,120.940002,4491300
2018-04-17,120.919998,121.580002,120.820000,121.269997,121.269997,5590400
2018-04-18,121.290001,121.339996,120.279999,120.300003,120.300003,8138400
2018-04-19,119.419998,119.529999,118.809998,119.320000,119.320000,9875800
2018-04-20,118.889999,119.129997,118.430000,118.459999,118.459999,7579400
2018-04-23,118.330002,118.620003,118.080002,118.489998,118.489998,7073200
2018-04-24,118.209999,118.449997,117.760002,117.949997,117.949997,8190800
2018-04-25,117.410004,117.650002,116.940002,117.160004,117.160004,6603800
2018-04-26,117.730003,118.129997,117.589996,117.980003,117.980003,6528600
2018-04-27,118.470001,118.949997,118.440002,118.889999,118.889999,5401800
2018-04-30,119.080002,119.550003,118.940002,119.099998,119.099998,6581732
