Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,262.549988,263.130005,254.669998,257.470001,257.470001,186286300
2018-04-03,258.869995,261.309998,256.839996,260.769989,260.769989,119956900
2018-04-04,256.750000,264.359985,256.600006,263.559998,263.559998,123715300
2018-04-05,265.549988,266.640015,264.320007,265.640015,265.640015,82652600
2018-04-06,263.420013,265.109985,258.000000,259.720001,259.720001,179521200
2018-04-09,261.369995,264.839996,259.940002,261.000000,261.000000,105442900
2018-04-10,264.269989,266.040009,262.980011,265.149994,265.149994,103529000
2018-04-11,263.470001,265.640015,263.390015,263.760010,263.760010,91140200
2018-04-12,265.260010,267.000000,265.059998,265.929993,265.929993,68890500
2018-04-13,267.410004,267.540009,264.010010,265.149994,265.149994,85079200
2018-04-16,267.000000,268.200012,266.070007,267.329987,267.329987,63405300
2018-04-17,269.329987,270.869995,268.750000,270.190002,270.190002,64682000
2018-04-18,270.690002,271.299988,269.869995,270.390015,270.390015,57303900
2018-04-19,269.649994,269.880005,267.720001,268.890015,268.890015,77655900
2018-04-20,268.809998,269.059998,265.609985,266.609985,266.609985,99953100
2018-04-23,267.260010,267.890015,265.350006,266.570007,266.570007,65558000
2018-04-24,267.730011,267.980011,261.279999,262.980011,262.980011,112885500
2018-04-25,262.910004,264.130005,260.850006,263.630005,263.630005,103840900
2018-04-26,264.790009,267.250000,264.290009,266.309998,266.309998,67731900
2018-04-27,267.000000,267.339996,265.500000,266.559998,266.559998,53742400
2018-04-30,267.260010,267.880005,264.434998,264.529999,264.529999,65107307
