Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,67.150002,67.269997,64.930000,66.059998,66.059998,18993100
2018-04-03,66.309998,67.529999,65.680000,67.470001,67.470001,14114300
2018-04-04,66.440002,67.529999,65.980003,67.379997,67.379997,12490800
2018-04-05,67.550003,69.019997,67.550003,68.589996,68.589996,13528400
2018-04-06,68.160004,68.489998,66.459999,67.349998,67.349998,18883900
2018-04-09,67.669998,68.529999,67.400002,67.669998,67.669998,10819800
2018-04-10,68.739998,70.459999,68.720001,69.910004,69.910004,21842200
2018-04-11,69.800003,70.800003,69.709999,70.639999,70.639999,21190900
2018-04-12,70.879997,71.190002,70.379997,70.629997,70.629997,14311600
2018-04-13,71.010002,71.699997,70.910004,71.410004,71.410004,13330400
2018-04-16,71.570000,72.470001,71.190002,72.139999,72.139999,14024300
2018-04-17,72.330002,72.750000,71.919998,72.419998,72.419998,16105300
2018-04-18,73.050003,74.220001,73.029999,73.559998,73.559998,17311500
2018-04-19,73.620003,74.199997,73.199997,73.650002,73.650002,18150300
2018-04-20,73.500000,73.559998,72.830002,73.300003,73.300003,13690400
2018-04-23,73.070000,73.760002,72.669998,73.750000,73.750000,14844600
2018-04-24,73.949997,74.459999,72.559998,72.959999,72.959999,22787500
2018-04-25,72.730003,73.639999,72.269997,73.540001,73.540001,13163300
2018-04-26,73.809998,74.669998,73.580002,74.610001,74.610001,12216900
2018-04-27,73.849998,74.190002,73.529999,73.820000,73.820000,10473400
2018-04-30,73.699997,74.639999,73.709999,73.820000,73.820000,12506721
