,Date,Bitcoin,EWJ,FDN,GLD,N,B
146,11/27/17,9739.055,59.790001000000004,110.900002,122.83000200000001,0.48389556175500914,0.4748127861732946
147,11/28/17,9908.2288,59.970001,111.260002,122.809998,0.49302566573674866,0.48444768611459754
148,11/29/17,9816.3475,59.849998,108.58000200000001,122.040001,0.4250571138726862,0.4792148005733562
149,11/30/17,9916.5363,59.91,108.900002,121.099998,0.4331727618564547,0.4849208204371839
150,12/1/17,10859.5625,59.639998999999996,108.440002,121.589996,0.42150651787978743,0.5386286822871102
151,12/4/17,11616.855,59.009997999999996,106.33000200000001,121.18,0.3679939639868124,0.5817585136427876
152,12/5/17,11696.0583,59.16,106.709999,120.32,0.3776312198833378,0.5862693532084946
153,12/6/17,13708.9913,58.939999,107.32,120.07,0.3931016992137968,0.7009112661024924
154,12/7/17,16858.02,59.32,108.620003,118.489998,0.42607159523205684,0.8802568647518758
155,12/8/17,16057.145,59.599998,108.800003,118.480003,0.43063664722292705,0.8346448935690394
156,12/11/17,16699.6775,59.799999,109.300003,118.010002,0.44331734719756577,0.8712388362867367
157,12/12/17,17178.1025,59.91,108.849998,118.150002,0.4319045904133909,0.8984864183852521
158,12/13/17,16407.2025,60.150002,109.32,119.16999799999999,0.4438244991123512,0.8545816035454223
159,12/14/17,16531.0838,59.869999,109.540001,118.93,0.4494040324625921,0.8616369745904573
160,12/15/17,17601.9438,59.900002,110.699997,119.18,0.47882315495815364,0.922625312921473
161,12/18/17,18960.5225,60.619999,112.16999799999999,119.730003,0.5161044382449913,1.0
162,12/19/17,17608.35,59.610001000000004,111.559998,119.82,0.500633984275932,0.922990163128798
163,12/20/17,16454.7225,59.689999,110.91999799999999,120.139999,0.4844026883083945,0.857287994518556
164,12/21/17,15561.05,59.73,110.699997,120.309998,0.47882315495815364,0.8063909577563978
165,12/22/17,13857.145,60.009997999999996,110.209999,120.940002,0.46639611970580797,0.7093490151832237
166,12/26/17,15745.2575,60.040001000000004,110.089996,121.769997,0.46335267562769467,0.8168820670826502
167,12/27/17,15378.285,59.959998999999996,110.16999799999999,122.230003,0.46538163834643687,0.7959820026594961
168,12/28/17,14428.76,59.82,110.610001,122.849998,0.4765407304083187,0.7419040167848182
169,12/29/17,14427.87,59.93,109.879997,123.650002,0.45802680699974685,0.7418533289067439
170,1/2/18,14740.7563,60.290001000000004,111.07,125.150002,0.4882069490235863,0.7596730397219201
171,1/3/18,15134.6513,61.119999,112.639999,124.82,0.5280243215825515,0.7821064124568206
172,1/4/18,15155.2263,61.869999,112.91999799999999,125.459999,0.5351254882069489,0.7832782136830879
173,1/5/18,16937.1738,62.040001000000004,114.010002,125.33000200000001,0.5627695155972612,0.884764885160319
174,1/8/18,14970.3575,62.400002,114.779999,125.309998,0.5822977174740047,0.7727494415548463
175,1/9/18,14439.4738,62.439999,114.489998,124.730003,0.5749428861273143,0.7425141963220226
176,1/10/18,14890.7225,62.84,114.220001,125.029999,0.5680953842252094,0.7682140155206397
177,1/11/18,13287.26,63.259997999999996,115.400002,125.440002,0.5980218615267563,0.6768925417041779
178,1/12/18,13812.715,63.459998999999996,116.43,126.959999,0.6241440527517121,0.70681860796655
179,1/16/18,11348.02,63.459998999999996,115.370003,127.16999799999999,0.5972610448896778,0.566447642067401
180,1/17/18,11141.2488,63.970001,116.120003,126.139999,0.6162820948516359,0.5546714697360876
181,1/18/18,11250.6475,63.43,116.110001,125.860001,0.6160284301293433,0.5609020180137086
182,1/19/18,11514.925,63.830002,116.940002,126.41999799999999,0.6370784174486435,0.5759533277864848
183,1/22/18,10772.15,64.099998,118.589996,126.650002,0.6789245751965511,0.5336503068464737
184,1/23/18,10839.8263,64.489998,120.150002,127.279999,0.7184885112858233,0.5375046529621111
185,1/24/18,11399.52,64.510002,119.879997,128.830002,0.7116408064925186,0.569380704675069
186,1/25/18,11137.2375,64.199997,120.540001,127.970001,0.7283794319046413,0.5544430154829199
187,1/26/18,11090.0638,64.66999799999999,122.41999799999999,128.070007,0.7760587877250824,0.5517563472200977
188,1/29/18,11158.3938,64.120003,122.18,127.349998,0.7699721024600561,0.5556479232974171
189,1/30/18,10034.9975,63.299999,121.690002,126.800003,0.75754506720771,0.49166750230474654
190,1/31/18,10166.5063,62.939999,121.860001,127.650002,0.7618564798376872,0.49915727985541214
191,2/1/18,9052.5763,63.25,121.800003,128.070007,0.7603348465635307,0.4357159899416342
192,2/2/18,8827.63,62.32,119.730003,126.389999,0.7078367486685266,0.42290469710157086
193,2/5/18,6914.26,59.369999,115.559998,126.709999,0.6020795840730409,0.3139331630892672
194,2/6/18,7700.3863,60.810001,118.08000200000001,125.379997,0.6659904133908197,0.3587051563986723
195,2/7/18,7581.8038,60.27,118.150002,124.790001,0.6677657113872688,0.35195156617199685
196,2/8/18,8237.2363,58.48,114.440002,124.980003,0.5736749175754503,0.3892801983584111
197,2/9/18,8689.8388,59.07,115.389999,124.769997,0.597768171443064,0.4150571200843729
198,2/12/18,8891.2125,60.220001,117.160004,125.370003,0.6426579761602844,0.4265258903686009
199,2/13/18,8516.2438,59.48,118.050003,126.08000200000001,0.6652295967537412,0.40517042098965217
200,2/14/18,9477.84,60.380001,120.82,128.229996,0.7354805985290387,0.45993589395849876
201,2/15/18,10016.4888,60.669998,122.849998,128.380005,0.7869641897032715,0.4906133823846194
202,2/16/18,10178.7125,61.599998,121.989998,127.959999,0.7651533857468933,0.4998524555602999
203,2/20/18,11228.2413,61.099998,122.0,126.239998,0.7654070504691859,0.5596259250544868
204,2/21/18,10456.1725,60.490002000000004,121.730003,125.660004,0.7585595485670811,0.515654543931631
205,2/22/18,9830.4263,60.77,121.150002,126.300003,0.7438499112351002,0.48001662585181903
206,2/23/18,10149.4625,61.66,123.300003,126.139999,0.7983769464874464,0.4981865899044885
207,2/26/18,10313.0825,62.459998999999996,124.480003,126.449997,0.8283033984275932,0.5075051860960736
208,2/27/18,10564.4188,61.610001000000004,123.230003,125.129997,0.7966016484909968,0.5218194599500467
209,2/28/18,10309.6413,61.07,123.110001,125.0,0.7935582297742836,0.5073092005612093
210,3/1/18,10907.59,59.299999,121.699997,124.720001,0.7577985544002028,0.5413639767412806
211,3/2/18,11019.5213,59.970001,123.800003,125.389999,0.8110576464620851,0.5477387633559925
212,3/5/18,11432.9825,60.240002000000004,126.040001,125.18,0.8678671316256659,0.5712864834616531
213,3/6/18,10709.5275,60.610001000000004,127.0,126.529999,0.8922140502155722,0.5300837881445576
214,3/7/18,9906.8,60.099998,128.559998,125.720001,0.9317777834136449,0.484366312136853
215,3/8/18,9299.2838,60.470001,128.889999,125.41999799999999,0.9401470707583055,0.44976664126748356
216,3/9/18,9237.05,60.619999,131.020004,125.540001,0.9941669794572663,0.4462222600691712
217,3/12/18,9118.2713,60.68,131.25,125.540001,1.0,0.43945749572825066
218,3/13/18,9144.1475,60.580002,129.199997,125.779999,0.9480090540197819,0.4409312144592902
219,3/14/18,8196.8975,60.84,130.899994,125.699997,0.9911233578493532,0.38698279591339746
220,3/15/18,8256.9938,60.959998999999996,130.380005,124.900002,0.9779357088511289,0.3904054407753237
221,3/16/18,8269.3275,60.689999,129.869995,124.599998,0.9650011412629977,0.3911078779458905
222,3/19/18,8594.1913,59.66,126.910004,124.870003,0.8899316256657368,0.40960973938986966
223,3/20/18,8915.9038,60.0,127.160004,124.309998,0.8962719756530562,0.4279321258785954
224,3/21/18,8895.4,60.080002,127.370003,126.480003,0.9015978442810044,0.42676437968257397
225,3/22/18,8712.8913,59.529999,124.029999,125.980003,0.8168906670048188,0.4163700215555043
226,3/23/18,8918.7438,58.279999,120.800003,127.610001,0.7349734466142532,0.428093871467057
227,3/26/18,8138.3363,59.110001000000004,124.41999799999999,128.279999,0.8267815876236368,0.38364757909824865
228,3/27/18,7790.1575,59.25,119.599998,127.489998,0.7045396398681207,0.36381786610673994
229,3/28/18,7106.620117,59.919998,117.779999,125.730003,0.6583819173218366,0.32488858573740964
230,3/29/18,6853.759765999999,60.68,120.5,125.790001,0.7273649505452702,0.31048751310673195
231,4/2/18,7434.299805,59.459998999999996,117.230003,127.260002,0.6444332487953335,0.34355081952702327
232,4/3/18,6815.5,60.209998999999996,117.889999,126.300003,0.6611716713162568,0.308308517203184
233,4/4/18,6790.450195,60.27,119.370003,126.449997,0.6987066446867867,0.3068818638755165
234,4/5/18,6634.859863000001,60.57,120.800003,125.800003,0.7349734466142532,0.2980205787317526
235,4/6/18,6917.200195,59.619999,118.290001,126.389999,0.6713162820187675,0.3141006150506993
236,4/9/18,6871.069823999999,60.150002,118.66999799999999,126.82,0.6809535379152929,0.3114733671621953
237,4/10/18,6977.129883,60.48,121.400002,127.120003,0.7501902612224196,0.3175137709140392
