Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,null,null,null,null,null,null
2017-05-08,90.489998,90.930000,89.459999,89.879997,88.726723,23864900
2017-05-15,89.900002,90.279999,88.129997,89.250000,88.104805,26656700
2017-05-22,89.419998,90.790001,89.010002,90.739998,89.575699,14485600
2017-05-29,90.739998,92.349998,90.330002,92.239998,91.056442,16024400
2017-06-05,92.339996,92.419998,89.559998,90.370003,89.210442,29549200
2017-06-12,90.080002,91.349998,89.639999,90.150002,88.993256,26707500
2017-06-19,90.529999,90.980003,89.230003,89.519997,88.640846,17480000
2017-06-26,89.959999,90.129997,88.459999,89.629997,88.749763,23312900
2017-07-03,89.879997,90.320000,88.349998,89.199997,88.323982,12994500
2017-07-10,89.269997,90.300003,88.720001,90.190002,89.304268,16398000
2017-07-17,90.190002,91.419998,90.190002,91.129997,90.235031,17239400
2017-07-24,91.160004,92.550003,90.720001,91.389999,90.492485,20508000
2017-07-31,91.720001,91.849998,90.660004,91.029999,90.136009,16439100
2017-08-07,91.190002,91.769997,89.180000,89.860001,88.977509,21217400
2017-08-14,90.360001,90.800003,88.150002,88.250000,87.383316,20986000
2017-08-21,88.220001,89.459999,87.889999,88.629997,87.759583,25787600
2017-08-28,88.919998,90.230003,87.970001,90.070000,89.185440,13622200
2017-09-04,89.820000,90.570000,89.019997,89.169998,88.294281,15904200
2017-09-11,89.489998,90.699997,89.419998,89.629997,88.749763,16791300
2017-09-18,89.910004,89.980003,88.910004,89.540001,88.974327,24003900
2017-09-25,89.510002,90.180000,89.059998,90.080002,89.510918,22541400
2017-10-02,90.190002,91.849998,90.059998,91.720001,91.140556,23130700
2017-10-09,91.879997,91.889999,90.580002,91.220001,90.643715,18183700
2017-10-16,91.260002,91.589996,90.540001,91.360001,90.782829,20929000
2017-10-23,91.459999,92.449997,90.120003,92.400002,91.816261,20808300
2017-10-30,91.610001,92.589996,91.000000,91.699997,91.120674,20226000
2017-11-06,91.519997,92.550003,91.180000,92.370003,91.786446,14958400
2017-11-13,92.080002,93.699997,91.830002,93.540001,92.949059,22048800
2017-11-20,93.690002,94.669998,93.510002,94.629997,94.032166,12396100
2017-11-27,94.879997,97.050003,94.529999,96.610001,95.999664,35337300
2017-12-04,97.589996,98.370003,96.330002,97.250000,96.635620,29719900
2017-12-11,97.330002,98.230003,97.129997,97.970001,97.351074,20537700
2017-12-18,98.589996,99.389999,98.470001,98.980003,98.689438,20039300
2017-12-25,98.860001,99.430000,98.620003,98.690002,98.400291,10191300
2018-01-01,99.110001,101.830002,99.110001,101.779999,101.481216,17966400
2018-01-08,101.830002,105.070000,101.489998,105.029999,104.721672,16330300
2018-01-15,105.559998,106.019997,104.010002,105.599998,105.290001,22960400
2018-01-22,105.589996,109.000000,105.500000,109.000000,108.680023,27358100
2018-01-29,108.889999,109.339996,105.360001,105.589996,105.280029,41134500
2018-02-05,104.709999,106.230003,97.099998,100.830002,100.534004,95655600
2018-02-12,101.790001,105.629997,100.750000,104.790001,104.482384,34781000
2018-02-19,104.510002,106.010002,104.059998,105.910004,105.599098,18265600
2018-02-26,106.309998,106.900002,101.290001,103.050003,102.747490,33028100
2018-03-05,102.669998,106.269997,102.419998,106.239998,105.928123,25494800
2018-03-12,106.589996,107.400002,105.169998,105.180000,104.871239,22228800
2018-03-19,104.790001,105.199997,100.150002,100.180000,100.180000,30555200
2018-03-26,101.800003,103.779999,99.180000,101.290001,101.290001,34153500
2018-04-02,100.680000,103.199997,97.480003,100.680000,100.680000,39635400
2018-04-09,101.389999,102.510002,100.339996,101.220001,101.220001,22954000
2018-04-16,101.849998,104.870003,101.389999,102.980003,102.980003,25933900
2018-04-23,103.160004,105.250000,100.519997,104.110001,104.110001,34050600
2018-04-30,104.589996,105.129997,102.550003,103.839996,103.839996,10608500
