Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,null,null,null,null,null,null
2017-05-08,52.880001,52.910000,52.220001,52.369999,51.692432,35974900
2017-05-15,52.520000,53.080002,52.330002,53.049999,52.363632,27146400
2017-05-22,53.000000,53.189999,52.830002,53.180000,52.491951,13880300
2017-05-29,53.240002,54.900002,53.200001,54.900002,54.189697,18748400
2017-06-05,54.680000,54.840000,53.919998,54.090000,53.390179,29250400
2017-06-12,54.189999,54.709999,53.750000,54.220001,53.518497,33784000
2017-06-19,54.340000,54.430000,53.910000,54.049999,53.350697,40447200
2017-06-26,54.119999,54.160000,53.270000,53.650002,53.296879,28314000
2017-07-03,53.590000,53.599998,52.810001,52.980000,52.631287,37402600
2017-07-10,52.840000,53.720001,52.810001,53.630001,53.277012,26091800
2017-07-17,53.630001,54.400002,53.540001,54.360001,54.002205,24149500
2017-07-24,54.250000,54.599998,53.980000,54.580002,54.220757,22249100
2017-07-31,54.680000,55.279999,54.630001,55.139999,54.777069,22119600
2017-08-07,54.990002,55.150002,54.060001,54.070000,53.714111,27317700
2017-08-14,54.400002,54.599998,54.200001,54.450001,54.091614,26310300
2017-08-21,54.330002,54.509998,54.150002,54.360001,54.002205,17487700
2017-08-28,54.480000,54.770000,54.130001,54.490002,54.131351,27760200
2017-09-04,54.240002,55.040001,54.040001,54.970001,54.608192,22501400
2017-09-11,55.320000,55.430000,54.910000,55.240002,54.876415,26569200
2017-09-18,55.250000,55.830002,55.180000,55.430000,55.065163,21436200
2017-09-25,55.470001,55.759998,55.430000,55.709999,55.343319,37637400
2017-10-02,55.580002,56.070000,55.490002,55.990002,55.621479,35179300
2017-10-09,56.130001,57.380001,56.040001,57.380001,57.002327,31368900
2017-10-16,57.650002,57.689999,57.150002,57.520000,57.141407,34762300
2017-10-23,57.840000,58.430000,57.500000,58.419998,58.035480,45196100
2017-10-30,58.349998,59.200001,58.290001,59.189999,58.800411,52858700
2017-11-06,58.970001,60.150002,58.900002,59.080002,58.691139,50561100
2017-11-13,58.400002,59.099998,57.570000,58.689999,58.303703,45928200
2017-11-20,58.950001,60.080002,58.880001,60.049999,59.654751,23049200
2017-11-27,59.930000,60.169998,59.209999,59.639999,59.247452,44859300
2017-12-04,59.360001,59.610001,58.840000,59.599998,59.207714,41618500
2017-12-11,59.680000,60.259998,59.650002,59.900002,59.505741,41608800
2017-12-18,60.509998,60.700001,59.580002,60.009998,59.615013,37247700
2017-12-25,60.000000,60.099998,59.820000,59.930000,59.930000,14438900
2018-01-01,60.080002,62.070000,60.000000,62.040001,62.040001,39510600
2018-01-08,62.310001,63.470001,62.209999,63.459999,63.459999,68760400
2018-01-15,63.840000,64.160004,63.230000,63.830002,63.830002,40865700
2018-01-22,63.750000,64.720001,63.709999,64.669998,64.669998,48499000
2018-01-29,64.209999,64.269997,62.310001,62.320000,62.320000,48923900
2018-02-05,61.110001,61.500000,57.580002,59.070000,59.070000,131510900
2018-02-12,59.650002,61.669998,58.970001,61.599998,61.599998,64117700
2018-02-19,61.259998,61.660000,60.480000,61.660000,61.660000,32152000
2018-02-26,62.009998,62.470001,58.910000,59.970001,59.970001,78299300
2018-03-05,59.480000,60.869999,59.450001,60.619999,60.619999,52855500
2018-03-12,60.790001,61.240002,60.430000,60.689999,60.689999,40113500
2018-03-19,60.169998,60.389999,58.270000,58.279999,58.279999,58477100
2018-03-26,58.880001,60.990002,58.480000,60.680000,60.680000,57907100
2018-04-02,60.070000,60.730000,59.259998,59.619999,59.619999,48298900
2018-04-09,60.250000,60.680000,60.040001,60.230000,60.230000,30216700
2018-04-16,60.549999,61.139999,60.349998,60.689999,60.689999,25912000
2018-04-23,60.639999,61.020000,60.220001,60.779999,60.779999,33277400
2018-04-30,60.869999,61.090000,60.180000,60.230000,60.230000,20038800
