Date,Open,High,Low,Close,Adj Close,Volume
2017-05-07,1554.449951,1864.760010,1552.859985,1772.550049,1772.550049,1142314424
2017-05-14,1772.550049,2094.939941,1653.719971,2044.189941,2044.189941,1107642071
2017-05-21,2044.189941,2781.760010,1868.560059,2189.020020,2189.020020,2755467468
2017-05-28,2189.020020,2582.770020,2117.340088,2524.060059,2524.060059,1551458965
2017-06-04,2524.060059,2977.860107,2523.919922,2973.449951,2973.449951,2043236321
2017-06-11,2973.449951,2985.060059,2125.560059,2539.560059,2539.560059,2722762474
2017-06-18,2539.560059,2804.409912,2472.370117,2541.620117,2541.620117,1637950097
2017-06-25,2541.620117,2616.949951,2309.629883,2536.459961,2536.459961,1765335274
2017-07-02,2536.459961,2658.729980,2480.620117,2511.429932,2511.429932,1277141841
2017-07-09,2511.429932,2530.340088,1808.989990,1914.089966,1914.089966,2047705912
2017-07-16,1914.089966,2932.810059,1913.790039,2756.610107,2756.610107,3169659634
2017-07-23,2756.610107,2843.780029,2441.540039,2766.489990,2766.489990,2211391041
2017-07-30,2766.489990,3344.010010,2659.620117,3232.030029,3232.030029,1903126863
2017-08-06,3232.030029,4189.419922,3198.510010,4062.600098,4062.600098,2679859532
2017-08-13,4062.600098,4487.500000,3837.129883,4066.600098,4066.600098,3795776487
2017-08-20,4066.600098,4461.709961,3612.209961,4345.750000,4345.750000,2479413635
2017-08-27,4345.750000,4976.520020,4195.229980,4612.919922,4612.919922,3142191073
2017-09-03,4612.919922,4699.589844,4004.620117,4245.890137,4245.890137,3810979514
2017-09-10,4245.890137,4387.759766,2979.879883,3689.610107,3689.610107,5173264105
2017-09-17,3689.610107,4122.750000,3505.810059,3667.520020,3667.520020,2813680136
2017-09-24,3667.520020,4412.620117,3665.669922,4403.089844,4403.089844,2460306887
2017-10-01,4403.089844,4622.870117,4143.350098,4611.700195,4611.700195,1981281886
2017-10-08,4611.700195,5862.689941,4556.149902,5688.140137,5688.140137,4398521498
2017-10-15,5677.350098,6187.200195,5114.870117,5982.859863,5982.859863,3875680707
2017-10-22,5982.859863,6295.430176,5375.640137,6147.520020,6147.520020,4507388048
2017-10-30,6147.700195,7599.439941,6018.970215,7389.549805,7389.549805,6336045449
2017-11-06,7389.549805,7869.100098,5493.640137,5878.129883,5878.129883,8434118861
2017-11-13,5878.089844,8100.870117,5828.339844,8042.640137,8042.640137,5733063613
2017-11-20,8042.640137,9474.620117,7819.060059,9318.419922,9318.419922,4747556323
2017-11-27,9318.419922,11851.089844,8938.700195,11246.209961,11246.209961,9829662603
2017-12-04,11244.200195,17294.849609,10917.809570,15059.599609,15059.599609,19203890441
2017-12-11,15060.450195,19870.619141,15024.559570,19065.710938,19065.710938,16256084243
2017-12-18,19065.710938,19221.099609,10875.709961,13789.950195,13789.950195,23311339651
2017-12-25,13789.950195,16514.589844,11962.089844,13850.400391,13850.400391,13888246332
2018-01-01,13850.490234,17252.849609,12877.669922,16228.160156,16228.160156,11281451689
2018-01-08,16228.259766,16302.919922,12825.950195,13638.629883,13638.629883,11587982864
2018-01-15,13638.629883,14355.820313,9205.379883,11549.929688,11549.929688,15347697366
2018-01-22,11549.980469,12064.190430,9980.500000,11767.740234,11767.740234,9499053040
2018-01-29,11767.740234,11860.290039,7786.200195,8218.049805,8218.049805,11272394092
2018-02-05,8218.049805,9081.490234,5968.359863,8084.609863,8084.609863,13396952365
2018-02-12,8084.609863,11288.339844,8084.410156,10417.230469,10417.230469,8876227152
2018-02-19,10418.120117,11802.230469,9329.440430,9610.110352,9610.110352,10042578336
2018-02-26,9610.110352,11539.790039,9411.820313,11504.419922,11504.419922,6676952717
2018-03-05,11503.940430,11694.150391,8393.450195,9544.839844,9544.839844,9894020151
2018-03-12,9543.980469,9907.410156,7318.459961,8215.400391,8215.400391,9089632461
2018-03-19,8215.500000,9184.509766,8129.660156,8472.839844,8472.839844,7038242093
2018-03-25,8472.559570,8521.040039,6463.540039,6835.839844,6835.839844,7436649485
2018-04-01,6835.580078,8218.660156,6526.669922,7049.919922,7049.919922,4904893189
2018-04-08,7049.919922,8437.030273,6633.689941,8376.730469,8376.730469,5546545955
2018-04-15,8376.730469,9047.820313,7858.120117,8823.360352,8823.360352,4909203695
2018-04-22,8823.459961,9765.230469,8669.379883,9407.040039,9407.040039,6780817263
2018-04-29,9407.349609,9459.809570,8851.099609,9077.280273,9077.280273,1243654654
