,Date,Bitcoin,EWJ,N,B
190,1/31/18,10166.5063,62.939999,0.8628073424601137,0.49915727985541214
191,2/1/18,9052.5763,63.25,0.8873910913698078,0.4357159899416342
192,2/2/18,8827.63,62.32,0.813640082547205,0.42290469710157086
193,2/5/18,6914.26,59.369999,0.5796986311733461,0.3139331630892672
194,2/6/18,7700.3863,60.810001,0.6938939002126654,0.3587051563986723
195,2/7/18,7581.8038,60.27,0.6510706544973806,0.35195156617199685
196,2/8/18,8237.2363,58.48,0.5091197880538747,0.3892801983584111
197,2/9/18,8689.8388,59.07,0.5559080624682151,0.4150571200843729
198,2/12/18,8891.2125,60.220001,0.6471056257983259,0.4265258903686009
199,2/13/18,8516.2438,59.48,0.5884219480781798,0.40517042098965217
200,2/14/18,9477.84,60.380001,0.6597939714022143,0.45993589395849876
201,2/15/18,10016.4888,60.669998,0.6827913599027822,0.4906133823846194
202,2/16/18,10178.7125,61.599998,0.7565423687253858,0.4998524555602999
203,2/20/18,11228.2413,61.099998,0.7168912887132333,0.5596259250544868
204,2/21/18,10456.1725,60.490002000000004,0.668517288307048,0.515654543931631
205,2/22/18,9830.4263,60.77,0.6907217345095331,0.48001662585181903
206,2/23/18,10149.4625,61.66,0.761300656931164,0.4981865899044885
207,2/26/18,10313.0825,62.459998999999996,0.8247423056484475,0.5075051860960736
208,2/27/18,10564.4188,61.610001000000004,0.7573356282321093,0.5218194599500467
209,2/28/18,10309.6413,61.07,0.7145123825168245,0.5073092005612093
210,3/1/18,10907.59,59.299999,0.5741474799716455,0.5413639767412806
211,3/2/18,11019.5213,59.970001,0.6272800857922496,0.5477387633559925
212,3/5/18,11432.9825,60.240002000000004,0.6486917483009718,0.5712864834616531
213,3/6/18,10709.5275,60.610001000000004,0.6780334682078042,0.5300837881445576
214,3/7/18,9906.8,60.099998,0.637589128688929,0.484366312136853
215,3/8/18,9299.2838,60.470001,0.6669311658044021,0.44976664126748356
216,3/9/18,9237.05,60.619999,0.6788263312037275,0.4462222600691712
217,3/12/18,9118.2713,60.68,0.6835845401073453,0.43945749572825066
218,3/13/18,9144.1475,60.580002,0.675654482709235,0.4409312144592902
219,3/14/18,8196.8975,60.84,0.6962728857112346,0.38698279591339746
220,3/15/18,8256.9938,60.959998999999996,0.7057890656119907,0.3904054407753237
221,3/16/18,8269.3275,60.689999,0.6843774824054281,0.3911078779458905
222,3/19/18,8594.1913,59.66,0.6026963368825546,0.40960973938986966
223,3/20/18,8915.9038,60.0,0.6296590712908179,0.4279321258785954
224,3/21/18,8895.4,60.080002,0.6360034026970824,0.42676437968257397
225,3/22/18,8712.8913,59.529999,0.5923869767772345,0.4163700215555043
226,3/23/18,8918.7438,58.279999,0.493259276746854,0.428093871467057
227,3/26/18,8138.3363,59.110001000000004,0.5590802281713474,0.38364757909824865
228,3/27/18,7790.1575,59.25,0.5701824512725899,0.36381786610673994
229,3/28/18,7106.620117,59.919998,0.6233147398845542,0.32488858573740964
230,3/29/18,6853.759765999999,60.68,0.6835845401073453,0.31048751310673195
231,4/2/18,7434.299805,59.459998999999996,0.5868358255755339,0.34355081952702327
232,4/3/18,6815.5,60.209998999999996,0.6463124455937619,0.308308517203184
233,4/4/18,6790.450195,60.27,0.6510706544973806,0.3068818638755165
234,4/5/18,6634.859863000001,60.57,0.6748613025046719,0.2980205787317526
235,4/6/18,6917.200195,59.619999,0.5995241711794224,0.3141006150506993
236,4/9/18,6871.069823999999,60.150002,0.6415545538987839,0.3114733671621953
237,4/10/18,6977.129883,60.48,0.6677241081024841,0.3175137709140392
238,4/11/18,7927.72998,60.330002,0.6558289427031587,0.3716529864355195
239,4/12/18,7899.109863,60.23,0.6478985680964078,0.3700229942996014
240,4/13/18,8022.509765999999,60.23,0.6478985680964078,0.3770509484991966
241,4/16/18,7921.629883,60.400002,0.6613800939048602,0.3713055696119496
242,4/17/18,8189.959961,60.630001,0.6796195114082906,0.386587684530288
243,4/18/18,8301.820313,61.040001000000004,0.7121333970182553,0.39295843046682744
244,4/19/18,8877.080078,60.810001,0.6938939002126654,0.42572101117396055
245,4/20/18,8935.719727,60.689999,0.6843774824054281,0.42906069586927453
246,4/23/18,9655.769531,60.610001000000004,0.6780334682078042,0.47006945617550844
247,4/24/18,8873.620117,60.389998999999996,0.6605868343981367,0.425523957150017
248,4/25/18,9282.120117,60.580002,0.675654482709235,0.4487891236593833
249,4/26/18,8938.469727,60.950001,0.7049962026160674,0.42921731571725685
250,4/27/18,9351.469727,60.779999,0.6915146768076159,0.452738769250594
251,4/28/18,9248.45,60.639998999999996,0.680412374404213,0.44687152052989776
