,Date,Bitcoin,DIA,S,B
151,12/4/17,11616.855,243.11000099999998,0.6164198881349314,0.5817585136427876
152,12/5/17,11696.0583,242.00999500000003,0.59791373159924,0.5862693532084946
153,12/6/17,13708.9913,241.61999500000002,0.5913524937069736,0.7009112661024924
154,12/7/17,16858.02,242.36000099999998,0.6038021229574966,0.8802568647518758
155,12/8/17,16057.145,243.61999500000002,0.6249998675134654,0.8346448935690394
156,12/11/17,16699.6775,244.169998,0.6342529457813111,0.8712388362867367
157,12/12/17,17178.1025,245.440002,0.6556190954431811,0.8984864183852521
158,12/13/17,16407.2025,246.30000299999998,0.670087483003659,0.8545816035454223
159,12/14/17,16531.0838,245.57000699999998,0.6578062588590372,0.8616369745904573
160,12/15/17,17601.9438,246.25,0.669246248187437,0.922625312921473
161,12/18/17,18960.5225,247.789993,0.6951546082526274,1.0
162,12/19/17,17608.35,247.399994,0.6885933871840484,0.922990163128798
163,12/20/17,16454.7225,247.07000699999998,0.683041789213906,0.857287994518556
164,12/21/17,15561.05,247.66000400000001,0.6929677140157615,0.8063909577563978
165,12/22/17,13857.145,247.399994,0.6885933871840484,0.7093490151832237
166,12/26/17,15745.2575,247.25,0.6860699350906829,0.8168820670826502
167,12/27/17,15378.285,247.479996,0.6899393157836817,0.7959820026594961
168,12/28/17,14428.76,248.13000499999998,0.700874863683973,0.7419040167848182
169,12/29/17,14427.87,247.38000499999998,0.688257098506539,0.7418533289067439
170,1/2/18,14740.7563,248.020004,0.69902424130093,0.7596730397219201
171,1/3/18,15134.6513,248.94999700000002,0.7146701523551409,0.7821064124568206
172,1/4/18,15155.2263,250.600006,0.742429387158678,0.7832782136830879
173,1/5/18,16937.1738,252.72000099999997,0.7780955192751247,0.884764885160319
174,1/8/18,14970.3575,252.58999599999999,0.7759083558592685,0.7727494415548463
175,1/9/18,14439.4738,253.82000699999998,0.7966016758108161,0.7425141963220226
176,1/10/18,14890.7225,253.61999500000002,0.793236736545925,0.7682140155206397
177,1/11/18,13287.26,255.61000099999998,0.8267159744255057,0.6768925417041779
178,1/12/18,13812.715,257.910004,0.8654105047740321,0.70681860796655
179,1/16/18,11348.02,257.809998,0.8637280351415866,0.566447642067401
180,1/17/18,11141.2488,261.079987,0.9187413062546446,0.5546714697360876
181,1/18/18,11250.6475,260.160004,0.9032638003063358,0.5609020180137086
182,1/19/18,11514.925,260.540009,0.9096568854480038,0.5759533277864848
183,1/22/18,10772.15,261.980011,0.9338830282360515,0.5336503068464737
184,1/23/18,10839.8263,261.869995,0.9320321534977039,0.5375046529621111
185,1/24/18,11399.52,262.570007,0.9438089362142188,0.569380704675069
186,1/25/18,11137.2375,263.75,0.9636607689942407,0.5544430154829199
187,1/26/18,11090.0638,265.910004,1.0,0.5517563472200977
188,1/29/18,11158.3938,264.160004,0.9705585479193193,0.5556479232974171
189,1/30/18,10034.9975,260.619995,0.911002544868647,0.49166750230474654
190,1/31/18,10166.5063,261.440002,0.9247980858951168,0.49915727985541214
191,2/1/18,9052.5763,261.619995,0.9278262317718928,0.4357159899416342
192,2/2/18,8827.63,254.92999300000002,0.8152757327418039,0.42290469710157086
193,2/5/18,6914.26,243.270004,0.6191117285105117,0.3139331630892672
194,2/6/18,7700.3863,248.960007,0.7148385574610412,0.3587051563986723
195,2/7/18,7581.8038,248.75999500000003,0.7114736181961501,0.35195156617199685
196,2/8/18,8237.2363,238.669998,0.5417226678134588,0.3892801983584111
197,2/9/18,8689.8388,242.02999900000003,0.5982502726320522,0.4150571200843729
198,2/12/18,8891.2125,246.169998,0.6679003195878028,0.4265258903686009
199,2/13/18,8516.2438,246.57000699999998,0.6746299457622831,0.40517042098965217
200,2/14/18,9477.84,249.30000299999998,0.7205585437133974,0.45993589395849876
201,2/15/18,10016.4888,252.5,0.7743942913327242,0.4906133823846194
202,2/16/18,10178.7125,251.960007,0.7653096181707797,0.4998524555602999
203,2/20/18,11228.2413,249.350006,0.7213997785296211,0.5596259250544868
204,2/21/18,10456.1725,247.72000099999997,0.6939770847588944,0.515654543931631
205,2/22/18,9830.4263,249.49000499999997,0.7237550778723874,0.48001662585181903
206,2/23/18,10149.4625,252.91000400000001,0.7812920702578028,0.4981865899044885
207,2/26/18,10313.0825,256.920013,0.8487552061530002,0.5075051860960736
208,2/27/18,10564.4188,253.960007,0.7989569919772714,0.5218194599500467
209,2/28/18,10309.6413,250.19999700000002,0.7356997609841978,0.5073092005612093
210,3/1/18,10907.59,245.979996,0.6647037854288129,0.5413639767412806
211,3/2/18,11019.5213,245.350006,0.6541050309166367,0.5477387633559925
212,3/5/18,11432.9825,248.83999599999999,0.7128195299720961,0.5712864834616531
213,3/6/18,10709.5275,248.83999599999999,0.7128195299720961,0.5300837881445576
214,3/7/18,9906.8,248.11000099999998,0.7005383226511608,0.484366312136853
215,3/8/18,9299.2838,249.13999900000002,0.7178666865141308,0.44976664126748356
216,3/9/18,9237.05,253.559998,0.7922273658027912,0.4462222600691712
217,3/12/18,9118.2713,251.960007,0.7653096181707797,0.43945749572825066
218,3/13/18,9144.1475,250.22000099999997,0.73603630201701,0.4409312144592902
219,3/14/18,8196.8975,247.88000499999998,0.696668941958162,0.38698279591339746
220,3/15/18,8256.9938,249.0,0.7155113871713628,0.3904054407753237
221,3/16/18,8269.3275,249.100006,0.7171938568038092,0.3911078779458905
222,3/19/18,8594.1913,245.91000400000001,0.6635262619350808,0.40960973938986966
223,3/20/18,8915.9038,247.100006,0.6835464829973175,0.4279321258785954
224,3/21/18,8895.4,246.61999500000002,0.6754709282232039,0.42676437968257397
225,3/22/18,8712.8913,239.36000099999998,0.553331062247759,0.4163700215555043
226,3/23/18,8918.7438,235.13000499999998,0.48216693394177623,0.428093871467057
227,3/26/18,8138.3363,241.82000699999998,0.5947174329718647,0.38364757909824865
228,3/27/18,7790.1575,238.289993,0.5353295826717908,0.36381786610673994
229,3/28/18,7106.620117,238.27999900000003,0.5351614467448806,0.32488858573740964
230,3/29/18,6853.759765999999,241.399994,0.5876512657645723,0.31048751310673195
231,4/2/18,7434.299805,236.149994,0.499326909522531,0.34355081952702327
232,4/3/18,6815.5,240.149994,0.5666216571355154,0.308308517203184
233,4/4/18,6790.450195,242.460007,0.605484592589943,0.3068818638755165
234,4/5/18,6634.859863000001,244.91000400000001,0.6467025750318349,0.2980205787317526
235,4/6/18,6917.200195,239.13000499999998,0.5494616815547602,0.3141006150506993
236,4/9/18,6871.069823999999,239.729996,0.5595557422835258,0.3114733671621953
237,4/10/18,6977.129883,244.00999500000003,0.6315611054057317,0.3175137709140392
238,4/11/18,7927.72998,241.88000499999998,0.5957268205386859,0.3716529864355195
239,4/12/18,7899.109863,244.809998,0.6450201053993894,0.3700229942996014
240,4/13/18,8022.509765999999,243.580002,0.6243270378031438,0.3770509484991966
241,4/16/18,7921.629883,245.61999500000002,0.658647241319958,0.3713055696119496
242,4/17/18,8189.959961,247.80000299999998,0.6953230133585286,0.386587684530288
243,4/18/18,8301.820313,247.38000499999998,0.688257098506539,0.39295843046682744
244,4/19/18,8877.080078,246.57000699999998,0.6746299457622831,0.42572101117396055
245,4/20/18,8935.719727,244.479996,0.6394682550739441,0.42906069586927453
246,4/23/18,9655.769531,244.350006,0.6372813440133909,0.47006945617550844
247,4/24/18,8873.620117,240.08999599999999,0.5656122695686943,0.425523957150017
248,4/25/18,9282.120117,240.69999700000002,0.5758747354033611,0.4487891236593833
249,4/26/18,8938.469727,243.11999500000002,0.6165880240618424,0.42921731571725685
250,4/27/18,9351.469727,242.94999700000002,0.6137280309356647,0.452738769250594
251,4/28/18,9248.45,241.539993,0.5900065651073403,0.44687152052989776
